Record_ID,Timestamp,Scenario,Machine_ID,Machine_Type,Machine_Model_Class,Engine_Hours,Machine_Age,Engine_Temperature,Hydraulic_Temperature,Machine_Speed,Fuel_Consumption,Machine_Health_Score,Engine_Load_Percentage,Operator_ID,Experience_Level,Years_Experience,Operating_Shift,Historical_Efficiency,Historical_Idle_Time,Training_Score,Previous_Safety_Events,Operator_Skill_Score,Load_Weight,Load_Percentage,Load_Cycles,Idle_Time,Operating_Mode,Travel_Direction,Harsh_Acceleration,Harsh_Braking,Rapid_Control_Input,Control_Smoothness,Proximity_Violations,Seatbelt_Status,Proximity_Distance,Obstacle_Type,Blind_Zone_Entry,Ground_Slope,Safety_Zone_Status,Emergency_Stop,Safety_Event,Weather,Visibility,Ambient_Temperature,Dust_Level,Ground_Condition,Terrain_Type,Working_Zone,Lighting_Condition,Task_ID,Task_Type,Task_Complexity,Target_Quantity,Completed_Quantity,Historical_Task_Duration,Current_Task_Progress,Estimated_Task_Duration,Actual_Task_Duration,Total_Fuel_Used,Safety_Risk_Score,Safety_Risk_Level,Operator_Anomaly,Anomaly_Score,Anomaly_Reason,Task_Completion_Time,Incident_Type,Fuel_Efficiency
R024096,2026-04-10 08:25,HIGH_FUEL_CONSUMPTION,EXC-204,Excavator,Medium Excavator (20t class),1630.8,1.31,81.4,65.0,0.36,25.16,93.5,77.5,OP1087,Intermediate,2.5,Morning,76.3,24.8,67.0,0,54.1,1.45,69.0,365,30.0,Power,Swinging,1,3,14,72.6,3,Fastened,5.85,Structure,0,7.0,Warning,0,0,Clear,85.0,34.0,24.8,Dry,Gentle_Slope,Zone E,Daylight,TSK-024096,Excavation,4,527.1,527.1,192.6,0.869,140.6,185.2,82.5,9.4,LOW,1,1.0,Abnormal_Fuel,24.6,No_Incident,6.39
R003075,2026-04-10 17:01,NORMAL_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),1660.8,1.31,83.1,59.9,0.47,17.27,90.9,69.9,OP1067,Experienced,7.9,Afternoon,84.1,10.0,62.3,2,48.6,1.62,80.8,105,4.6,Standard,Swinging,0,2,3,68.2,0,Fastened,4.45,Structure,0,2.5,Warning,0,0,Cloudy,78.2,37.8,15.0,Dry,Trench_Edge,Zone C,Dawn_Dusk,TSK-003075,Trenching,3,169.1,169.1,70.6,0.435,58.6,56.5,15.7,34.3,MEDIUM,0,0.1572,Normal,34.5,No_Incident,10.79
R022164,2026-04-10 19:06,EFFICIENT_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4285.7,3.11,82.4,64.1,6.68,19.52,82.2,63.1,OP1100,Experienced,5.4,Afternoon,64.4,23.0,77.7,1,59.4,5.72,81.1,113,11.3,Eco,Reverse,1,0,7,83.2,2,Fastened,14.53,Vehicle,0,8.2,Clear,0,0,Clear,95.3,38.8,23.6,Dry,Stockpile,Zone D,Daylight,TSK-022164,Material_Transfer,1,644.6,644.6,145.6,0.397,124.2,106.4,34.3,10.0,LOW,0,0.0411,Normal,58.0,No_Incident,18.81
R031787,2026-04-11 09:53,STEEP_TERRAIN,EXC-219,Excavator,Large Excavator (30t class),2724.3,2.21,82.5,65.4,1.43,18.51,90.5,79.7,OP1003,Novice,0.6,Morning,62.4,21.7,50.0,1,22.2,2.13,65.6,169,21.1,Standard,Reverse,2,5,5,56.6,4,Unfastened,7.57,Utility_Marker,0,21.6,Clear,1,1,Hot,89.6,39.3,39.9,Loose,Embankment,Zone E,Daylight,TSK-031787,Backfilling,2,358.3,358.3,78.8,0.732,60.9,112.0,34.4,69.9,HIGH,0,0.3129,Normal,30.7,Stability_Loss,10.42
R025897,2026-04-11 16:55,EXCESSIVE_IDLE,WHL-302,Wheel Loader,Medium Wheel Loader,10342.4,7.01,85.2,65.2,7.9,15.5,71.9,66.3,OP1033,Intermediate,4.1,Afternoon,76.3,13.6,74.4,3,47.1,3.21,68.6,278,47.6,Power,Reverse,5,9,23,61.7,4,Fastened,6.58,Worker,0,2.7,Clear,0,0,Cloudy,91.3,38.6,30.9,Dry,Flat,Zone D,Daylight,TSK-025897,Material_Transfer,3,891.2,891.2,259.6,0.916,230.8,253.6,65.1,28.8,LOW,1,0.8594,Excessive_Idle,19.3,No_Incident,13.69
R005773,2026-04-11 18:52,UNSAFE_OPERATION,EXC-223,Excavator,Large Excavator (30t class),8969.3,7.11,82.8,66.0,4.61,20.03,80.2,65.6,OP1020,Novice,0.5,Afternoon,69.3,32.5,67.8,0,41.7,1.75,53.6,117,14.8,Power,Reverse,2,5,16,47.4,2,Fastened,2.71,Material_Pile,0,7.9,Violated,0,0,Hot,89.9,43.9,32.9,Dry,Gentle_Slope,Zone E,Daylight,TSK-005773,Backfilling,3,203.6,203.6,53.2,0.101,34.6,63.7,20.7,42.6,MEDIUM,1,0.9875,Unusual_Speed,57.3,No_Incident,9.83
R009159,2026-04-12 06:58,NORMAL_OPERATION,WHL-310,Wheel Loader,Medium Wheel Loader,4763.6,3.32,83.7,62.9,0.97,11.89,78.4,68.0,OP1047,Experienced,5.9,Morning,86.7,14.6,88.5,0,82.6,3.28,74.3,166,12.8,Standard,Stationary,0,0,12,86.1,3,Fastened,8.92,Vehicle,0,0.0,Clear,0,0,Cloudy,81.3,33.6,34.6,Dry,Flat,Zone D,Daylight,TSK-009159,Stockpiling,3,542.4,542.4,118.5,0.619,122.2,110.7,22.8,7.4,LOW,0,0.2236,Normal,39.9,No_Incident,23.74
R037900,2026-04-12 08:10,NORMAL_OPERATION,EXC-208,Excavator,Large Excavator (30t class),5366.4,3.92,80.9,56.2,2.85,14.54,81.0,56.3,OP1110,Experienced,5.6,Morning,67.3,36.6,67.9,2,62.7,1.98,64.8,76,14.5,Eco,Reverse,0,0,9,83.4,2,Fastened,11.22,Vehicle,0,2.8,Clear,0,0,Clear,100.0,35.6,19.1,Dry,Trench_Edge,Zone C,Daylight,TSK-037900,Trenching,3,148.5,148.5,59.9,0.701,38.6,60.0,14.7,6.9,LOW,0,0.0784,Normal,19.1,No_Incident,10.11
R022810,2026-04-13 07:44,NORMAL_OPERATION,EXC-215,Excavator,Medium Excavator (20t class),11062.0,8.72,88.7,67.3,2.91,15.36,68.0,75.0,OP1021,Intermediate,2.0,Morning,80.2,9.9,73.8,0,65.0,1.49,73.7,231,10.3,Standard,Reverse,1,2,7,86.3,1,Fastened,12.53,Utility_Marker,0,5.6,Clear,0,0,Clear,88.9,38.6,21.5,Dry,Trench_Edge,Zone C,Daylight,TSK-022810,Trenching,3,343.7,343.7,129.1,0.587,119.2,133.9,33.7,15.1,LOW,0,0.0596,Normal,53.1,No_Incident,10.19
R012515,2026-04-13 07:47,STEEP_TERRAIN,EXC-219,Excavator,Large Excavator (30t class),2743.6,2.22,86.0,67.2,1.45,22.58,91.0,78.7,OP1046,Novice,1.9,Morning,71.3,15.7,64.1,2,46.4,2.15,67.6,229,12.5,Standard,Forward,1,3,21,71.8,1,Unfastened,12.95,No_Object,0,23.8,Clear,0,0,Hot,83.9,36.1,33.6,Dry,Embankment,Zone A,Daylight,TSK-012515,Backfilling,3,491.6,491.6,101.3,0.075,83.6,121.0,45.1,57.0,HIGH,0,0.0493,Normal,111.4,No_Incident,10.91
R021487,2026-04-13 10:52,HIGH_LOAD_OPERATION,EXC-201,Excavator,Large Excavator (30t class),8227.8,5.62,86.4,64.6,0.47,16.42,76.9,75.2,OP1065,Experienced,5.1,Morning,65.3,25.7,66.1,3,50.7,3.38,106.9,150,29.9,Standard,Swinging,4,2,19,63.6,0,Fastened,17.91,No_Object,0,0.0,Clear,0,0,Dust_Wind,44.8,36.1,67.0,Dry,Flat,Zone C,Daylight,TSK-021487,Excavation,2,507.2,507.2,145.9,0.687,101.4,123.0,35.3,20.4,LOW,0,0.1511,Normal,35.3,No_Incident,14.38
R002800,2026-04-13 11:05,STEEP_TERRAIN,WHL-302,Wheel Loader,Medium Wheel Loader,10346.4,7.02,78.6,58.4,5.25,10.57,76.1,59.0,OP1066,Experienced,8.0,Morning,78.3,10.7,63.1,3,52.3,2.94,65.9,176,25.6,Eco,Forward,3,5,22,77.3,1,Fastened,9.14,Material_Pile,0,14.5,Clear,0,0,Clear,96.0,32.0,16.9,Dry,Embankment,Zone A,Daylight,TSK-002800,Material_Transfer,4,515.7,515.7,141.9,0.09,133.5,226.9,38.5,24.1,LOW,0,0.1017,Normal,197.7,No_Incident,13.39
R008635,2026-04-13 23:10,NORMAL_OPERATION,EXC-212,Excavator,Large Excavator (30t class),1186.8,0.72,82.7,59.2,2.59,16.78,85.1,64.7,OP1061,Experienced,8.4,Night,84.6,17.0,87.5,3,68.2,2.15,70.0,100,11.3,Standard,Reverse,2,3,3,83.1,1,Fastened,20.0,No_Object,0,0.0,Clear,0,0,Cloudy,68.8,32.7,19.5,Dry,Flat,Zone A,Night_Floodlit,TSK-008635,Trenching,4,212.8,212.8,57.4,0.517,55.3,73.3,21.3,10.5,LOW,0,0.0605,Normal,35.1,No_Incident,10.0
R034033,2026-04-14 09:29,MULTIPLE_SIMULTANEOUS_RISKS,EXC-203,Excavator,Large Excavator (30t class),13302.5,8.72,90.1,70.6,0.26,22.23,56.1,88.5,OP1058,Experienced,7.2,Morning,86.4,23.8,89.2,1,82.6,3.07,102.6,113,16.0,Power,Swinging,1,1,6,76.8,4,Fastened,20.0,No_Object,0,7.3,Clear,0,0,Fog,41.4,35.6,43.4,Dry,Gentle_Slope,Zone E,Dawn_Dusk,TSK-034033,Excavation,3,344.0,344.0,78.6,0.36,68.8,98.2,35.5,41.1,MEDIUM,0,0.2401,Normal,62.2,No_Incident,9.69
R028334,2026-04-14 14:09,HIGH_LOAD_OPERATION,WHL-302,Wheel Loader,Medium Wheel Loader,10394.1,7.02,84.8,69.0,7.83,17.18,73.9,77.5,OP1033,Intermediate,4.1,Afternoon,76.3,13.6,73.3,3,47.1,4.63,101.4,227,30.1,Power,Reverse,9,8,12,54.4,2,Fastened,9.22,Vehicle,0,0.0,Clear,0,0,Cloudy,85.8,38.8,44.3,Dry,Haul_Road,Zone F,Daylight,TSK-028334,Stockpiling,4,1047.3,1047.3,263.9,0.801,235.8,240.7,71.1,49.0,MEDIUM,0,0.2055,Normal,48.0,No_Incident,14.73
R036357,2026-04-14 14:28,NORMAL_OPERATION,WHL-309,Wheel Loader,Medium Wheel Loader,13244.8,10.42,79.5,57.2,7.21,9.41,67.8,45.1,OP1014,Experienced,5.2,Afternoon,73.9,28.4,78.8,1,66.1,2.71,61.5,281,58.8,Eco,Reverse,4,6,7,77.5,3,Unfastened,17.58,Vehicle,0,1.0,Clear,0,0,Clear,84.5,34.5,21.5,Dry,Flat,Zone D,Daylight,TSK-036357,Stockpiling,2,760.5,760.5,204.8,0.454,171.2,236.6,37.2,39.3,MEDIUM,0,0.2583,Normal,117.9,No_Incident,20.45
R022565,2026-04-15 09:01,LOW_VISIBILITY,EXC-208,Excavator,Large Excavator (30t class),5369.4,3.92,83.1,58.1,0.01,12.96,82.6,50.4,OP1110,Experienced,5.6,Morning,67.3,36.6,68.8,2,62.7,1.96,60.4,113,27.8,Eco,Stationary,0,1,4,81.7,2,Fastened,7.34,Material_Pile,0,3.5,Clear,0,0,Dust_Wind,39.1,37.1,77.1,Dry,Flat,Zone C,Dawn_Dusk,TSK-022565,Backfilling,4,221.0,221.0,58.6,0.69,37.6,88.2,19.2,7.5,LOW,0,0.0801,Normal,24.5,No_Incident,11.5
R003240,2026-04-15 09:48,MULTIPLE_SIMULTANEOUS_RISKS,WHL-304,Wheel Loader,Medium Wheel Loader,5300.0,4.12,83.2,66.8,5.49,13.89,84.0,71.9,OP1086,Expert,12.2,Morning,87.7,22.8,88.6,5,80.7,4.01,92.3,177,42.1,Power,Forward,5,3,33,79.3,4,Fastened,15.17,No_Object,0,0.0,Clear,0,0,Dust_Wind,13.0,39.0,62.9,Dry,Flat,Zone D,Daylight,TSK-003240,Material_Transfer,3,710.2,710.2,192.3,0.074,183.9,195.9,46.0,32.4,MEDIUM,0,0.1112,Normal,178.8,No_Incident,15.45
R030986,2026-04-15 16:03,EFFICIENT_OPERATION,WHL-312,Wheel Loader,Medium Wheel Loader,6033.4,3.82,83.2,62.6,0.89,7.99,87.4,46.3,OP1052,Experienced,6.0,Afternoon,75.1,14.1,75.9,2,59.2,3.09,69.8,355,26.9,Eco,Stationary,1,3,13,83.8,2,Fastened,13.31,Structure,0,1.4,Clear,0,0,Clear,86.6,43.6,41.9,Dry,Flat,Zone B,Dawn_Dusk,TSK-030986,Loading,2,1095.7,1095.7,259.2,0.414,234.4,256.5,35.0,8.2,LOW,0,0.17,Normal,139.1,No_Incident,31.33
R017631,2026-04-16 08:25,NORMAL_OPERATION,WHL-302,Wheel Loader,Medium Wheel Loader,10388.0,7.03,85.2,67.8,0.65,15.16,75.9,77.4,OP1066,Experienced,8.0,Morning,78.3,10.7,63.2,3,52.3,3.6,78.4,204,12.7,Power,Stationary,0,1,10,83.0,3,Fastened,6.37,Structure,0,3.1,Clear,0,0,Hot,81.4,37.1,41.1,Dry,Flat,Zone B,Daylight,TSK-017631,Loading,1,731.9,731.9,157.2,0.102,156.6,129.1,32.7,18.0,LOW,0,0.0558,Normal,118.4,No_Incident,22.4
R000325,2026-04-17 07:00,NORMAL_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),1715.1,1.33,83.5,64.3,0.73,12.47,89.8,69.4,OP1007,Intermediate,4.1,Morning,74.6,22.3,79.7,3,68.2,1.77,87.8,371,21.0,Standard,Swinging,2,2,7,77.9,0,Fastened,9.14,Vehicle,1,1.6,Clear,0,0,Clear,100.0,41.1,45.9,Dry,Haul_Road,Zone B,Daylight,TSK-000325,Loading,2,656.9,656.9,182.3,0.838,166.4,112.4,24.4,21.8,LOW,0,0.3645,Normal,17.9,No_Incident,26.96
R014651,2026-04-18 02:00,NORMAL_OPERATION,WHL-301,Wheel Loader,Large Wheel Loader,11958.9,7.93,85.5,67.6,5.73,17.15,59.0,60.9,OP1050,Expert,12.2,Night,89.7,8.5,80.2,11,75.3,5.41,78.9,150,7.6,Eco,Forward,4,1,14,76.4,0,Fastened,5.89,Vehicle,0,8.1,Warning,0,0,Clear,69.4,34.1,38.7,Dry,Stockpile,Zone D,Night_Floodlit,TSK-014651,Loading,2,809.6,809.6,126.9,0.529,128.9,114.5,34.4,46.9,MEDIUM,0,0.0375,Normal,54.0,No_Incident,23.54
R017588,2026-04-18 06:00,EXCESSIVE_IDLE,EXC-219,Excavator,Large Excavator (30t class),2751.2,2.23,80.3,62.7,0.32,16.22,94.7,70.0,OP1046,Novice,1.9,Morning,71.3,15.7,65.2,2,46.4,2.56,74.4,104,31.1,Standard,Swinging,2,0,8,59.8,2,Fastened,13.7,No_Object,0,1.2,Clear,0,0,Clear,96.5,35.0,18.3,Dry,Flat,Zone A,Daylight,TSK-017588,Excavation,4,266.1,266.1,72.8,0.249,53.2,89.0,24.4,6.3,LOW,1,0.9989,Excessive_Idle,63.6,No_Incident,10.9
R014597,2026-04-18 15:56,EFFICIENT_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4322.8,3.13,83.9,62.9,0.84,15.84,81.6,55.2,OP1012,Intermediate,4.1,Afternoon,74.1,17.3,68.5,1,52.0,4.72,69.5,115,18.5,Standard,Stationary,0,0,11,71.4,2,Fastened,9.26,Worker,0,3.2,Clear,0,0,Hot,90.9,44.5,12.6,Dry,Flat,Zone D,Daylight,TSK-014597,Material_Transfer,4,541.9,541.9,122.7,0.521,104.5,135.6,35.9,7.2,LOW,0,0.1432,Normal,60.7,No_Incident,15.08
R009330,2026-04-19 07:11,STEEP_TERRAIN,WHL-316,Wheel Loader,Large Wheel Loader,13773.9,9.63,84.4,65.8,4.42,15.71,61.7,64.9,OP1113,Intermediate,4.5,Morning,76.9,21.0,69.1,0,51.1,5.05,74.7,248,45.5,Standard,Forward,9,0,44,80.2,3,Fastened,18.07,No_Object,0,13.9,Clear,0,0,Clear,94.9,35.0,22.8,Loose,Embankment,Zone E,Daylight,TSK-009330,Material_Transfer,3,1247.8,1247.8,254.0,0.601,240.5,361.0,100.8,41.2,MEDIUM,0,0.0436,Normal,151.3,No_Incident,12.38
R030269,2026-04-19 10:53,NORMAL_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),1737.2,1.33,82.0,60.0,2.64,12.66,90.0,69.7,OP1085,Intermediate,2.0,Morning,63.6,30.1,66.7,2,34.8,1.74,86.9,247,44.8,Standard,Reverse,0,0,9,68.1,1,Fastened,14.3,Structure,0,0.6,Clear,0,0,Clear,93.7,31.9,20.9,Dry,Flat,Zone C,Daylight,TSK-030269,Trenching,5,429.0,429.0,210.2,0.596,148.7,192.1,40.0,11.6,LOW,0,0.1168,Normal,83.9,No_Incident,10.74
R039972,2026-04-20 03:03,HIGH_LOAD_OPERATION,EXC-213,Excavator,Large Excavator (30t class),12964.4,9.63,88.7,70.5,0.86,23.32,63.3,77.0,OP1060,Expert,14.1,Night,82.7,23.0,82.2,2,67.7,2.97,94.0,448,48.4,Power,Swinging,3,1,18,84.9,0,Fastened,4.87,Worker,0,1.0,Warning,0,0,Hot,68.5,37.9,29.7,Dry,Flat,Zone B,Night_Floodlit,TSK-039972,Loading,5,1330.3,1330.3,262.0,0.855,252.8,314.6,118.4,13.0,LOW,0,0.0484,Normal,45.3,No_Incident,11.23
R012797,2026-04-20 03:16,POOR_WEATHER,WHL-316,Wheel Loader,Large Wheel Loader,13825.8,9.63,80.3,62.1,6.75,16.64,66.8,55.0,OP1093,Intermediate,3.4,Night,77.1,10.9,67.5,1,46.6,4.52,62.0,156,14.3,Standard,Reverse,4,3,17,75.4,3,Fastened,5.4,Worker,1,0.1,Warning,0,0,Light_Rain,57.8,28.7,10.1,Wet,Flat,Zone D,Night_Floodlit,TSK-012797,Loading,2,704.4,704.4,122.1,0.596,112.2,178.1,50.4,80.4,CRITICAL,0,0.0321,Normal,66.9,No_Incident,13.97
R021344,2026-04-20 08:46,NORMAL_OPERATION,EXC-221,Excavator,Large Excavator (30t class),13136.2,8.34,85.0,60.6,2.75,21.9,69.9,69.7,OP1102,Intermediate,2.8,Morning,55.9,19.6,58.5,0,32.5,2.39,75.9,196,23.2,Standard,Forward,3,2,11,66.9,2,Fastened,11.21,No_Object,0,5.9,Clear,0,0,Light_Rain,68.1,33.7,12.9,Dry,Gentle_Slope,Zone C,Daylight,TSK-021344,Excavation,4,468.2,468.2,111.2,0.565,93.6,135.1,50.2,29.3,LOW,0,0.1028,Normal,58.3,No_Incident,9.33
R011956,2026-04-20 16:29,NORMAL_OPERATION,EXC-213,Excavator,Large Excavator (30t class),12916.6,9.64,83.3,66.0,0.26,18.83,59.4,57.1,OP1059,Expert,10.4,Afternoon,84.7,19.6,84.3,5,71.9,2.67,85.4,156,12.0,Standard,Stationary,1,1,3,77.3,1,Fastened,8.11,Structure,0,2.6,Clear,0,0,Clear,91.3,41.3,22.2,Dry,Flat,Zone A,Daylight,TSK-011956,Backfilling,2,416.0,416.0,93.4,0.813,70.7,68.0,21.7,16.5,LOW,0,0.0627,Normal,14.1,No_Incident,19.15
R003045,2026-04-20 17:56,HIGH_LOAD_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),3190.9,2.24,88.1,66.7,2.43,16.8,83.8,79.8,OP1034,Experienced,5.7,Afternoon,83.1,14.6,74.1,0,60.2,2.05,106.3,431,21.9,Standard,Reverse,1,1,22,72.9,3,Fastened,14.0,No_Object,0,1.2,Clear,0,0,Cloudy,85.6,38.5,26.5,Dry,Flat,Zone B,Daylight,TSK-003045,Loading,2,882.6,882.6,226.2,0.557,223.6,181.8,50.3,9.6,LOW,0,0.1212,Normal,73.4,No_Incident,17.56
R032739,2026-04-22 16:37,NORMAL_OPERATION,EXC-209,Excavator,Medium Excavator (20t class),10204.9,8.44,83.5,68.6,2.24,10.97,78.8,71.2,OP1097,Experienced,7.0,Afternoon,82.4,37.3,79.8,2,80.2,1.85,90.0,121,39.1,Standard,Forward,1,1,6,93.2,0,Fastened,7.39,Vehicle,1,4.1,Clear,0,0,Light_Rain,84.6,37.4,0.0,Wet,Trench_Edge,Zone C,Daylight,TSK-032739,Trenching,4,224.2,224.2,94.6,0.121,77.7,102.7,19.4,28.6,LOW,0,0.2204,Normal,89.0,No_Incident,11.58
R020666,2026-04-23 16:42,HIGH_FUEL_CONSUMPTION,WHL-306,Wheel Loader,Large Wheel Loader,8896.3,5.65,85.2,59.3,6.4,21.98,68.6,61.0,OP1013,Experienced,5.5,Afternoon,72.1,17.2,68.5,2,46.1,5.51,81.6,92,9.9,Standard,Reverse,2,1,5,72.3,1,Fastened,8.09,Material_Pile,0,1.4,Clear,0,0,Clear,83.1,36.0,25.6,Dry,Flat,Zone D,Dawn_Dusk,TSK-020666,Stockpiling,1,505.8,505.8,100.8,0.949,84.8,90.5,34.2,25.7,LOW,1,0.9991,Abnormal_Fuel,4.2,No_Incident,14.77
R017388,2026-04-23 19:14,NORMAL_OPERATION,WHL-304,Wheel Loader,Medium Wheel Loader,5340.5,4.15,83.9,61.1,4.53,10.23,83.9,61.8,OP1101,Experienced,5.7,Afternoon,75.1,37.5,73.4,1,67.7,3.42,73.7,344,112.5,Standard,Forward,4,1,13,87.0,3,Fastened,10.72,Vehicle,0,5.5,Clear,0,0,Clear,89.0,39.8,20.9,Dry,Gentle_Slope,Zone F,Daylight,TSK-017388,Material_Transfer,3,1173.8,1173.8,338.5,0.824,304.0,382.7,65.0,15.8,LOW,0,0.0737,Normal,67.6,No_Incident,18.05
R024192,2026-04-24 06:46,EXCESSIVE_IDLE,EXC-205,Excavator,Medium Excavator (20t class),11607.4,10.25,83.6,68.1,2.27,14.25,75.6,78.3,OP1036,Experienced,5.4,Morning,72.4,18.2,76.9,3,69.4,1.47,74.0,296,39.0,Standard,Forward,4,4,16,76.0,1,Fastened,8.88,Vehicle,0,10.8,Clear,0,0,Clear,85.1,33.9,33.5,Dry,Embankment,Zone E,Dawn_Dusk,TSK-024192,Excavation,4,434.0,434.0,105.5,0.478,115.7,173.0,39.5,21.8,LOW,1,0.5305,Excessive_Idle,86.3,No_Incident,10.98
R018299,2026-04-24 09:54,NORMAL_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,4348.0,3.15,79.6,62.6,6.75,18.09,81.7,57.0,OP1024,Novice,0.9,Morning,74.7,8.4,68.1,0,47.7,4.51,66.1,109,9.3,Eco,Forward,2,1,19,63.4,3,Fastened,9.7,Material_Pile,0,4.1,Clear,0,0,Clear,86.4,36.0,52.1,Dry,Haul_Road,Zone F,Daylight,TSK-018299,Material_Transfer,3,488.5,488.5,114.4,0.476,94.2,124.7,37.5,26.1,LOW,0,0.0406,Normal,58.9,No_Incident,13.04
R028524,2026-04-25 08:26,PROXIMITY_HAZARD,EXC-204,Excavator,Medium Excavator (20t class),1783.4,1.35,82.5,62.0,2.31,13.54,92.4,60.7,OP1087,Intermediate,2.5,Morning,76.3,24.8,65.9,0,54.1,1.26,66.5,241,35.8,Standard,Forward,5,4,5,71.9,8,Fastened,1.23,Worker,1,6.1,Violated,0,1,Clear,94.7,37.2,28.0,Loose,Trench_Edge,Zone C,Daylight,TSK-028524,Trenching,5,302.6,302.6,125.5,0.343,104.9,195.2,46.1,79.2,CRITICAL,1,0.5355,Repeated_Proximity_Violations,121.0,Proximity_Near_Miss,6.56
R023814,2026-04-25 14:37,EXCESSIVE_IDLE,EXC-219,Excavator,Large Excavator (30t class),2852.1,2.25,81.1,58.1,0.21,15.05,92.4,52.7,OP1001,Experienced,6.2,Afternoon,75.2,11.9,64.1,2,44.5,2.29,71.7,302,37.3,Eco,Swinging,7,5,16,71.9,6,Fastened,14.98,No_Object,0,3.7,Clear,0,0,Clear,100.0,40.7,21.7,Dry,Gentle_Slope,Zone C,Daylight,TSK-023814,Backfilling,5,691.7,691.7,118.3,0.84,117.6,193.5,51.1,9.8,LOW,1,0.9896,Excessive_Idle,29.3,No_Incident,13.55
R037914,2026-04-25 17:11,POOR_WEATHER,EXC-211,Excavator,Medium Excavator (20t class),3707.7,2.95,84.7,64.8,0.14,15.46,78.3,66.4,OP1025,Expert,17.0,Afternoon,89.0,15.0,86.0,2,72.4,1.45,68.8,276,22.0,Standard,Swinging,4,3,13,84.5,0,Fastened,18.86,No_Object,0,0.5,Clear,0,0,Heavy_Rain,33.1,36.1,4.0,Wet,Flat,Zone A,Dawn_Dusk,TSK-037914,Trenching,3,399.2,399.2,157.9,0.471,138.4,189.0,47.6,18.5,LOW,0,0.0377,Normal,94.6,No_Incident,8.38
R022345,2026-04-26 06:20,POOR_WEATHER,EXC-219,Excavator,Large Excavator (30t class),2802.7,2.25,77.8,55.9,0.03,17.13,94.0,53.1,OP1046,Novice,1.9,Morning,71.3,15.7,65.4,2,46.4,2.4,73.7,156,11.2,Standard,Stationary,1,3,22,59.6,0,Fastened,11.04,Structure,0,2.0,Clear,0,0,Heavy_Rain,33.4,32.4,4.1,Muddy,Flat,Zone A,Daylight,TSK-022345,Backfilling,3,372.7,372.7,76.2,0.189,63.4,107.5,31.0,14.0,LOW,0,0.106,Normal,88.2,No_Incident,12.01
R038977,2026-04-27 00:47,UNSAFE_OPERATION,EXC-214,Excavator,Large Excavator (30t class),10830.6,8.25,83.6,64.6,3.2,19.54,65.4,72.1,OP1090,Experienced,8.5,Night,85.2,25.5,84.0,4,80.5,2.33,76.3,436,53.7,Standard,Reverse,8,5,62,64.1,2,Fastened,3.92,Worker,0,3.9,Warning,0,0,Cloudy,46.5,28.2,27.5,Dry,Flat,Zone D,Night_Poor,TSK-038977,Loading,3,1013.2,1013.2,201.7,0.697,192.5,233.6,74.7,60.5,HIGH,1,0.9264,Erratic_Control,65.8,No_Incident,13.57
R022771,2026-04-27 01:08,HIGH_FUEL_CONSUMPTION,EXC-219,Excavator,Large Excavator (30t class),2844.9,2.25,78.5,57.7,0.05,28.2,90.0,64.9,OP1046,Novice,1.9,Night,71.3,15.7,65.6,2,46.4,2.41,77.5,368,22.1,Power,Stationary,2,4,9,63.3,3,Fastened,11.25,Worker,0,0.9,Clear,0,0,Clear,77.1,31.6,26.0,Dry,Flat,Zone B,Night_Floodlit,TSK-022771,Loading,2,888.1,888.1,184.5,0.548,168.7,164.3,78.8,10.1,LOW,1,0.9987,Abnormal_Fuel,81.8,No_Incident,11.28
R032629,2026-04-27 09:02,PROXIMITY_HAZARD,EXC-218,Excavator,Medium Excavator (20t class),8424.9,7.16,82.6,63.0,3.02,14.3,72.8,58.6,OP1096,Intermediate,2.5,Morning,76.6,12.8,63.5,3,49.0,1.13,56.9,278,18.1,Standard,Reverse,1,3,14,75.8,2,Fastened,2.49,Worker,1,2.8,Violated,0,0,Dust_Wind,43.7,35.7,66.4,Dry,Flat,Zone C,Daylight,TSK-032629,Trenching,3,311.8,311.8,110.5,0.248,108.1,183.3,45.3,72.2,HIGH,0,0.1149,Normal,141.0,No_Incident,6.88
R030040,2026-04-28 08:06,HIGH_LOAD_OPERATION,EXC-219,Excavator,Large Excavator (30t class),2925.3,2.26,83.3,67.9,0.41,21.35,93.9,78.1,OP1046,Novice,1.9,Morning,71.3,15.7,63.7,2,46.4,3.09,98.7,157,20.9,Standard,Swinging,3,3,15,64.3,2,Fastened,3.55,Material_Pile,0,8.3,Warning,0,0,Clear,98.3,34.6,32.3,Dry,Trench_Edge,Zone C,Daylight,TSK-030040,Trenching,5,482.9,482.9,159.2,0.459,125.6,164.9,57.1,25.0,LOW,0,0.0231,Normal,93.1,No_Incident,8.46
